"worksheet","source_row","source_pair","field_name","field_type","acrobat_field_type","field_group","description","is_duplicate","occurrences"
"מדינות","126","1","גווטאמלה - Guatemala","other","Review Manually","general","","False","1"
"מדינות","127","1","גויאנה - Guyana","other","Review Manually","general","","False","1"
"מדינות","128","1","גויאנה הצרפתית - French Guiana","other","Review Manually","general","","False","1"
"מדינות","251","1","גורנזי - Guernsey","other","Review Manually","general","","False","1"
"מדינות","129","1","גיבוטי - Giboti","other","Review Manually","general","","False","1"
"מדינות","130","1","גיברלטר - Gibraltar","other","Review Manually","general","","False","1"
"מדינות","131","1","גינאה - Guinea","other","Review Manually","general","","False","1"
"מדינות","132","1","גינאה ביסאו - Guinea-Bissau","other","Review Manually","general","","False","1"
"מדינות","133","1","גינאה החדשה - New Guinea","other","Review Manually","general","","False","1"
"מדינות","134","1","גינאה המשוונית - Equatorial Guinea","other","Review Manually","general","","False","1"
"מדינות","135","1","גמביה - Gambia","other","Review Manually","general","","False","1"
"מדינות","32","1","גמייקה - Jamaica","other","Review Manually","general","","False","1"
"מדינות","136","1","גרוזיה - Georgia","other","Review Manually","general","","False","1"
"מדינות","21","1","גרמניה - Germany","other","Review Manually","general","","False","1"
"מדינות","22","1","גרמניה המזרחית - Germany","other","Review Manually","general","","False","1"
"מדינות","23","1","גרמניה המערבית - Germany","other","Review Manually","general","","False","1"
"מדינות","137","1","גרנדה - Grenada","other","Review Manually","general","","False","1"
"מדינות","253","1","ג'רסי- Gersy","other","Review Manually","general","","False","1"
"מדינות","138","1","דומיניקה - Dominica","other","Review Manually","general","","False","1"
"מדינות","15","1","דנמרק - Denmark","other","Review Manually","general","","False","1"
"מדינות","139","1","דרום אמריקה - South America","other","Review Manually","general","","False","1"
"מדינות","57","1","דרום אפריקה - South Africa","other","Review Manually","general","","False","1"
"מדינות","140","1","דרום סודאן - South Sudan","other","Review Manually","general","","False","1"
"מדינות","141","1","האיטי - Haiti","other","Review Manually","general","","False","1"
"מדינות","142","1","האיים ההברדיים - The Haitian Islands","other","Review Manually","general","","False","1"
"מדינות","143","1","האנטילים ההולנדים - The Netherlands Antilles","other","Review Manually","general","","False","1"
"מדינות","27","1","הודו - India","other","Review Manually","general","","False","1"
"מדינות","46","1","הולנד - Netherlands","other","Review Manually","general","","False","1"
"מדינות","144","1","הונג קונג - Hong Kong","other","Review Manually","general","","False","1"
"מדינות","25","1","הונגריה - Hungary","other","Review Manually","general","","False","1"
"מדינות","145","1","הונדורס - Honduras","other","Review Manually","general","","False","1"
"שדות","710","1","היקף פעילות צפוי","other","Review Manually","general","","False","1"
"שדות","615","1","הכר את הלקוח","other","Review Manually","general","","False","1"
"מדינות","146","1","הממלכה המאוחדת - United Kingdom","other","Review Manually","general","","False","1"
"שדות","524","1","הפקדה חד פעמית לפוליסת חסכון מנורה","other","Review Manually","general","","False","1"
"שדות","596","1","הצהרת הלבנת הון","other","Review Manually","general","","False","1"
"שדות","426","1","הצהרת משלם","other","Review Manually","general","","False","1"
"מדינות","147","1","הרפ הדומיניקנית - Dominican Herp","other","Review Manually","general","","False","1"
"מדינות","248","1","הרשות הפלסטינית - Palastine","other","Review Manually","general","","False","1"
"מדינות","148","1","ויטנאם - Vietnam","other","Review Manually","general","","False","1"
"מדינות","149","1","ויטנאם הדרומית - South Vietnam","other","Review Manually","general","","False","1"
"מדינות","150","1","ונואטו - Vanuatu","other","Review Manually","general","","False","1"
"מדינות","74","1","ונצואלה - Venezuela","other","Review Manually","general","","False","1"
"מדינות","151","1","ותיקן - And repaired","other","Review Manually","general","","False","1"
"מדינות","152","1","זימבאבווה - Zimbabwe","other","Review Manually","general","","False","1"
"שדות","164","2","זיקתך לישראל","other","Review Manually","general","","False","1"
"מדינות","153","1","זמביה - Zambia","other","Review Manually","general","","False","1"
"מדינות","154","1","חוף השנהב - Ivory Coast","other","Review Manually","general","","False","1"
"מדינות","62","1","טג'יקיסטאן - Tajikistan","other","Review Manually","general","","False","1"
"מדינות","155","1","טובלו - Submerge","other","Review Manually","general","","False","1"
"מדינות","156","1","טוגו - Togo","other","Review Manually","general","","False","1"
"מדינות","157","1","טונגה - Tonga","other","Review Manually","general","","False","1"
"שדות","298","1","טופס העברה","other","Review Manually","general","","False","1"
"שדות","349","1","טופס משיכת כספים","other","Review Manually","general","","False","1"
"מדינות","158","1","טיוון - Tiven","other","Review Manually","general","","False","1"
"מדינות","159","1","טימור הפורטוגלית - Portuguese Timor","other","Review Manually","general","","False","1"
"מדינות","160","1","טנגר - Tanger","other","Review Manually","general","","False","1"
"מדינות","161","1","טנזניה - Tanzania","other","Review Manually","general","","False","1"
"מדינות","65","1","טרינידד - Trinidad","other","Review Manually","general","","False","1"
"מדינות","64","1","טרינידד וטובגו - Trinidad","other","Review Manually","general","","False","1"
"מדינות","162","1","יוגוסלביה - Yugoslavia","other","Review Manually","general","","False","1"
"מדינות","24","1","יוון - Greece","other","Review Manually","general","","False","1"
"מדינות","33","1","יפן - Japan","other","Review Manually","general","","False","1"
"מדינות","163","1","ירדן - Jordan","other","Review Manually","general","","False","1"
"מדינות","30","1","ישראל - Israel","other","Review Manually","general","","False","1"
"מדינות","164","1","כווית - Kuwait","other","Review Manually","general","","False","1"
"שדות","299","2","לא קיים מספר פדרלי לצורכי מס","other","Review Manually","general","","False","1"
"מדינות","165","1","לאוס - Laos","other","Review Manually","general","","False","1"
"מדינות","166","1","לבנון - Lebanon","other","Review Manually","general","","False","1"
"מדינות","167","1","לוב - Libya","other","Review Manually","general","","False","1"
"מדינות","41","1","לוכסמבורג - Luxembourg","other","Review Manually","general","","False","1"
"מדינות","39","1","לטביה - Latvia","other","Review Manually","general","","False","1"
"מדינות","168","1","ליבריה - Liberia","other","Review Manually","general","","False","1"
"מדינות","40","1","ליטא - Lithuania","other","Review Manually","general","","False","1"
"מדינות","169","1","ליכטנשטיין - Liechtenstein","other","Review Manually","general","","False","1"
"מדינות","170","1","לסוטו - Lesotho","other","Review Manually","general","","False","1"
"מדינות","171","1","מאוריטניה - Mauritania","other","Review Manually","general","","False","1"
"מדינות","172","1","מאוריציוס - Mauritius","other","Review Manually","general","","False","1"
"מדינות","173","1","מאלי - Mali","other","Review Manually","general","","False","1"
"שדות","378","1","מבצע פעולה","other","Review Manually","general","","False","1"
"שדות","388","1","מבקש הבקשה","other","Review Manually","general","","False","1"
"מדינות","174","1","מדגסקר - Madagascar","other","Review Manually","general","","False","1"
"מדינות","175","1","מוזמביק - Mozambique","other","Review Manually","general","","False","1"
"מדינות","44","1","מולדובה - Moldova","other","Review Manually","general","","False","1"
"מדינות","176","1","מונגוליה - Mongolia","other","Review Manually","general","","False","1"
"מדינות","177","1","מונטנגרו - Montenegro","other","Review Manually","general","","False","1"
"מדינות","178","1","מונסרת - A mermaid","other","Review Manually","general","","False","1"
"מדינות","179","1","מונקו - Monaco","other","Review Manually","general","","False","1"
"מדינות","180","1","מזרח טימור - East Timor","other","Review Manually","general","","False","1"
"שדות","701","1","מטרת פוליסה","other","Review Manually","general","","False","1"
"מדינות","181","1","מיאנמר (בורמה) - Myanmar (Burma)","other","Review Manually","general","","False","1"
"מדינות","182","1","מיקרונזיה - Micronesia","other","Review Manually","general","","False","1"
"מדינות","183","1","מלאווי - Malawi","other","Review Manually","general","","False","1"
"מדינות","184","1","מלדיבים - Maldives","other","Review Manually","general","","False","1"
"מדינות","185","1","מלזיה - Malaysia","other","Review Manually","general","","False","1"
"מדינות","42","1","מלטה - Malta","other","Review Manually","general","","False","1"
"שדות","696","1","מנורה","other","Review Manually","general","","False","1"
"שדות","204","1","מסלולי השקעה-השתלמות","other","Review Manually","general","","False","1"
"שדות","198","1","מסלולי השקעה-ילין לפידות גמל פיצויים","other","Review Manually","general","","False","1"
"שדות","189","1","מסלולי השקעה-ילין לפידות גמל תגמולים","other","Review Manually","general","","False","1"
"מדינות","16","1","מצרים - Egypt","other","Review Manually","general","","False","1"
"מדינות","186","1","מקאו - Macau","other","Review Manually","general","","False","1"
"מדינות","187","1","מקדוניה - Macedonia","other","Review Manually","general","","False","1"
"מדינות","43","1","מקסיקו - Mexico","other","Review Manually","general","","False","1"
"מדינות","45","1","מרוקו - Morocco","other","Review Manually","general","","False","1"
"מדינות","188","1","מרוקו הספרדית - Spanish Morocco","other","Review Manually","general","","False","1"
"מדינות","189","1","מרטיניק - Martinique","other","Review Manually","general","","False","1"
"מדינות","190","1","מרכז אמריקה - central America","other","Review Manually","general","","False","1"
"מדינות","191","1","נאורו - Nauru","other","Review Manually","general","","False","1"
"מדינות","48","1","נורבגיה - Norway","other","Review Manually","general","","False","1"
"מדינות","192","1","ניגר - Niger","other","Review Manually","general","","False","1"
"מדינות","193","1","ניגריה - Nigeria","other","Review Manually","general","","False","1"
"מדינות","47","1","ניו זילנד - New Zealand","other","Review Manually","general","","False","1"
"מדינות","194","1","ניקרגואה - Nicaragua","other","Review Manually","general","","False","1"
"מדינות","195","1","נמיביה - Namibia","other","Review Manually","general","","False","1"
"מדינות","196","1","נפאל - Nepal","other","Review Manually","general","","False","1"
"מדינות","197","1","סאו טומה ופרינציפה - Sao Tome and Principe","other","Review Manually","general","","False","1"
"מדינות","198","1","סודן - Sudan","other","Review Manually","general","","False","1"
"מדינות","199","1","סווזילנד - Swaziland","other","Review Manually","general","","False","1"
"מדינות","200","1","סומליה - Somalia","other","Review Manually","general","","False","1"
"מדינות","201","1","סוריה - Syria","other","Review Manually","general","","False","1"
"מדינות","202","1","סורינם - Surinam","other","Review Manually","general","","False","1"
"מדינות","203","1","סט הלנה - Helena set","other","Review Manually","general","","False","1"
"מדינות","204","1","סט וינסנט - St. Vincent","other","Review Manually","general","","False","1"
"מדינות","205","1","סט. לוציה - St. Lucia","other","Review Manually","general","","False","1"
"מדינות","206","1","סט. קיטס ונביס - St. Kits and Nevis","other","Review Manually","general","","False","1"
"מדינות","207","1","סיירה ליאונה - Sierra Leone","other","Review Manually","general","","False","1"
"מדינות","12","1","סין - China","other","Review Manually","general","","False","1"
"מדינות","208","1","סינגפור - Singapore","other","Review Manually","general","","False","1"
"מדינות","209","1","סיקים - Sikkim","other","Review Manually","general","","False","1"
"מדינות","56","1","סלובניה - Slovenia","other","Review Manually","general","","False","1"
"מדינות","55","1","סלובקיה - Slovak Republic","other","Review Manually","general","","False","1"
"מדינות","210","1","סמואה - Samoa","other","Review Manually","general","","False","1"
"מדינות","211","1","סמואה המערבית - Western Samoa","other","Review Manually","general","","False","1"
"מדינות","212","1","סן מרינו - San marino","other","Review Manually","general","","False","1"
"מדינות","213","1","סנגל - Senegal","other","Review Manually","general","","False","1"
"מדינות","58","1","ספרד - Spain","other","Review Manually","general","","False","1"
"מדינות","214","1","סרביה - Serbia","other","Review Manually","general","","False","1"
"מדינות","59","1","סרי לנקה - Sri Lanka","other","Review Manually","general","","False","1"
"מדינות","215","1","עדן - Eden","other","Review Manually","general","","False","1"
"מדינות","216","1","עומן - Oman","other","Review Manually","general","","False","1"
"מדינות","217","1","עירק - Iraq","other","Review Manually","general","","False","1"
"מדינות","218","1","ערב הסעודית - Saudi Arabia","other","Review Manually","general","","False","1"
"שדות","282","1","פאטקה","other","Review Manually","general","","False","1"
"מדינות","219","1","פאפואה - Papua","other","Review Manually","general","","False","1"
"שדות","590","1","פדיון חלקי לפי בתי השקעות","other","Review Manually","general","","False","1"
"מדינות","51","1","פולין - Poland","other","Review Manually","general","","False","1"
"מדינות","220","1","פולינזיה הצרפתית - French Polynesia","other","Review Manually","general","","False","1"
"שדות","435","1","פוליסת חסכון- הצטרפות","other","Review Manually","general","","False","1"
"שדות","489","1","פוליסת חסכון- פדיון לשיעורין","other","Review Manually","general","","False","1"
"מדינות","221","1","פורטו ריקו - Puerto Rico","other","Review Manually","general","","False","1"
"מדינות","52","1","פורטוגל - Portugal","other","Review Manually","general","","False","1"
"מדינות","50","1","פיליפינים - Philippines","other","Review Manually","general","","False","1"
"מדינות","18","1","פינלנד - Finland","other","Review Manually","general","","False","1"
"מדינות","222","1","פלאו - Palau","other","Review Manually","general","","False","1"
"מדינות","223","1","פנמה - Panama","other","Review Manually","general","","False","1"
"מדינות","49","1","פקיסטן - Pakistan","other","Review Manually","general","","False","1"
"מדינות","224","1","פרגוואי - Paraguay","other","Review Manually","general","","False","1"
"מדינות","225","1","פרו - Peru","other","Review Manually","general","","False","1"
"מדינות","226","1","צאד - Saddle","other","Review Manually","general","","False","1"
"מדינות","227","1","צ'ילה - Chile","other","Review Manually","general","","False","1"
"מדינות","228","1","צכוסלובקיה - Czechoslovakia","other","Review Manually","general","","False","1"
"מדינות","14","1","צכיה - Czech Republic","other","Review Manually","general","","False","1"
"מדינות","229","1","צ'צ'ניה - Chechnya","other","Review Manually","general","","False","1"
"מדינות","19","1","צרפת - France","other","Review Manually","general","","False","1"
"מדינות","230","1","קובה - Cuba","other","Review Manually","general","","False","1"
"מדינות","231","1","קולומביה - Colombia","other","Review Manually","general","","False","1"
"מדינות","232","1","קונגו - Congo","other","Review Manually","general","","False","1"
"מדינות","233","1","קונגו, רפ. דמוק. - Congo, Rep. Democ.","other","Review Manually","general","","False","1"
"מדינות","234","1","קוסובו - Kosovo","other","Review Manually","general","","False","1"
"מדינות","235","1","קוסטה ריקה - Costa Rica","other","Review Manually","general","","False","1"
"שדות","368","1","קופה מרכזית לפיצויים","other","Review Manually","general","","False","1"
"מדינות","35","1","קוריאה - Korea","other","Review Manually","general","","False","1"
"מדינות","37","1","קוריאה הדרומית - South Korea","other","Review Manually","general","","False","1"
"מדינות","36","1","קוריאה הצפונית - North Korea","other","Review Manually","general","","False","1"
"מדינות","34","1","קזחסטאן - Kazakhstan","other","Review Manually","general","","False","1"
"מדינות","236","1","קטר - Qatar","other","Review Manually","general","","False","1"
"מדינות","38","1","קירג'זסטאן - Kyrgyzstan","other","Review Manually","general","","False","1"
"מדינות","237","1","קיריבטי - Kiribati","other","Review Manually","general","","False","1"
"מדינות","238","1","קלדוניה החדשה - New Caledonia","other","Review Manually","general","","False","1"
"מדינות","239","1","קמבודיה - Cambodia","other","Review Manually","general","","False","1"
"מדינות","240","1","קמרון - Cameroon","other","Review Manually","general","","False","1"
"מדינות","11","1","קנדה - Canada","other","Review Manually","general","","False","1"
"מדינות","241","1","קניה - Kenya","other","Review Manually","general","","False","1"
"מדינות","13","1","קפריסין - Cyprus","other","Review Manually","general","","False","1"
"מדינות","242","1","קרואטיה - Croatia","other","Review Manually","general","","False","1"
"מדינות","243","1","ראוניון - Reunion","other","Review Manually","general","","False","1"
"מדינות","244","1","רואנדה - Rwanda","other","Review Manually","general","","False","1"
"מדינות","245","1","רודזיה - Rhodesia","other","Review Manually","general","","False","1"
"מדינות","53","1","רומניה - Romania","other","Review Manually","general","","False","1"
"מדינות","54","1","רוסיה - Russia","other","Review Manually","general","","False","1"
"מדינות","60","1","שוודיה - Sweden","other","Review Manually","general","","False","1"
"מדינות","61","1","שוויץ - Switzerland","other","Review Manually","general","","False","1"
"מדינות","63","1","תאילנד - Thailand","other","Review Manually","general","","False","1"
"מדינות","66","1","תוניסיה - Tunisia","other","Review Manually","general","","False","1"
"מדינות","67","1","תורכיה - Turkey","other","Review Manually","general","","False","1"
"מדינות","68","1","תורכמניסטאן - Turkmenistan","other","Review Manually","general","","False","1"
"מדינות","246","1","תימן - Yemen","other","Review Manually","general","","False","1"
"מדינות","247","1","תימן הדמוקרטית - Democratic Yemen","other","Review Manually","general","","False","1"
"שדות","80","1","imgBarCode","signature_or_image","Signature/Image","general","","False","1"
"שדות","230","2","imgDateOfReceipOfApplication","signature_or_image","Signature/Image","general","חותמת תאריך קבלת הבקשה","False","1"
"שדות","146","1","imgLockImage","signature_or_image","Signature/Image","general","תמונת מנעול","False","1"
"שדות","151","1","imgOfficeLogo","signature_or_image","Signature/Image","general","לוגו הסוכנות","False","1"
"שדות","888","1","txtAccompaniedDocuments","text","Text Field","general","מסמכים נלווים","False","1"
"שדות","782","1","txtAccrualPercentage","text","Text Field","general","אחוז צבירה","False","1"
"שדות","210","2","txtAccumulatedSavings_","text","Text Field","general","חיסכון צבור","True","2"
"שדות","453","2","txtAccumulatedSavings_","text","Text Field","general","","True","2"
"שדות","279","2","txtAction","text","Text Field","general","פעולה","False","1"
"שדות","52","2","txtAddressAndPostal","text","Text Field","general","כתובת ומיקוד","False","1"
"שדות","609","2","txtAffinityForTheGiftGiver","text","Text Field","general","זיקה לנותן המתנה","False","1"
"שדות","431","1","txtAffinityToColleague","text","Text Field","general","הזיקה לעמית","False","1"
"שדות","293","2","txtAffinityToIsrael","text","Text Field","general","זיקה לישראל -טקסט","False","1"
"שדות","140","1","txtAgencyCity","text","Text Field","general","עיר סוכנות","False","1"
"שדות","139","1","txtAgencyFullAddress","text","Text Field","general","כתובת סוכנות","False","1"
"שדות","142","1","txtAgencyHouseNumber","text","Text Field","general","מס בית סוכנות","False","1"
"שדות","150","1","txtAgencyMail","text","Text Field","general","דוא""ל הסוכנות","False","1"
"שדות","137","1","txtAgencyName","text","Text Field","general","שם הסוכנות","False","1"
"שדות","136","1","txtAgencyNumber","text","Text Field","general","מספר סוכנות","False","1"
"שדות","138","1","txtAgencyPhone","text","Text Field","general","טלפון מתכנן / סוכן","False","1"
"שדות","141","1","txtAgencyStreet","text","Text Field","general","רחוב סוכנות","False","1"
"שדות","339","1","txtAllAmountTransfer","text","Text Field","general","סה""כ סכום העברה","False","1"
"שדות","340","1","txtAllPercentTransfer","text","Text Field","general","סה""כ אחוז העברה","False","1"
"שדות","718","1","txtAllTheBalance","text","Text Field","general","כל היתרה","False","1"
"שדות","315","1","txtAmount","text","Text Field","general","סכום העברה (אם מדובר בחלק מהסכום)","False","1"
"שדות","183","2","txtAmountForSingleCharge","text","Text Field","general","סכום לחיוב בודד","False","1"
"שדות","950","2","txtAmountIvunPercent","text","Text Field","general","שיעור ההיוון","False","1"
"שדות","562","1","txtAmountLoan","text","Text Field","general","סכום ההלוואה","False","1"
"שדות","594","1","txtAmountOfBonds_","text","Text Field","general","","False","1"
"שדות","855","2","txtAmountOfCigarettes","text","Text Field","general","כמות עישון","False","1"
"שדות","595","1","txtAmountOfShares_","text","Text Field","general","","False","1"
"שדות","1","1","txtAmountOfTheInvestment","text","Text Field","general","סכום השקעה","False","1"
"שדות","464","2","txtAmountToWithdraw","text","Text Field","general","סכום למשיכה","False","1"
"שדות","338","1","txtAmountTransfer","text","Text Field","general","סכום העברה","True","2"
"שדות","341","1","txtAmountTransfer","text","Text Field","general","סכום העברה במילים","True","2"
"שדות","563","1","txtAmountWordsLoan","text","Text Field","general","סכון ההלוואה במילים","False","1"
"שדות","907","2","txtAnnualExpenditure","text","Text Field","general","הוצאה שנתית מהנדל""ן","False","1"
"שדות","701","2","txtAnnualInterestRate","text","Text Field","general","שיעור הריבית השנתית-טקסט","True","2"
"שדות","911","2","txtAnnualInterestRate","text","Text Field","general","ריבית","True","2"
"שדות","466","2","txtAnnualPayment","text","Text Field","general","תשלום  שנתי","False","1"
"שדות","906","2","txtAnnualRevenue","text","Text Field","general","הכנסה שנתית מהנדל""ן","False","1"
"שדות","83","1","txtApoMazavMishpahti","text","Text Field","general","מצב משפחתי","False","1"
"שדות","866","2","txtAppendicesDetails","text","Text Field","general","פרטי נספחים","False","1"
"שדות","947","1","txtArevFullAddress","text","Text Field","general","כתובת ערב להלוואה","False","1"
"שדות","945","1","txtArevFullName","text","Text Field","general","שם הערב להלוואה","False","1"
"שדות","946","1","txtArevNationalID","text","Text Field","general","תעודת זהות ערב להלוואה","False","1"
"שדות","236","1","txtAsmahta","text","Text Field","general","מספר שיק או אסמכתא","False","1"
"שדות","872","1","txtAsmahtaMutav","text","Text Field","general","אסמכתא מוטב","False","1"
"שדות","223","1","txtAzmaeiDepositAmount","text","Text Field","general","סכום הפקדה","False","1"
"שדות","221","1","txtAzmaeiTadirotTashlum","text","Text Field","general","תדירות תשלום עצמאי","False","1"
"שדות","222","1","txtAzmaeitfirstDateToTashlum","text","Text Field","general","תאריך תחילת גבייה","False","1"
"שדות","322","1","txtBalanceAmount","text","Text Field","general","סכום יתרה","False","1"
"שדות","914","2","txtBalanceMislaka","text","Text Field","general","יתרה לסילוק","False","1"
"שדות","79","1","txtBarCode","text","Text Field","general","","False","1"
"שדות","248","2","txtBePaidAsFollows","text","Text Field","general","","False","1"
"שדות","557","2","txtBetterCity","text","Text Field","general","ישוב מוטב","False","1"
"שדות","280","1","txtBetterDateOfBirth_","text","Text Field","general","תאריך לידה מוטב","False","1"
"שדות","272","1","txtBetterFirstName_","text","Text Field","general","שם פרטי- מוטב","False","1"
"שדות","274","2","txtBetterFullAddress","text","Text Field","general","מען מוטב","False","1"
"שדות","274","1","txtBetterFullName_","text","Text Field","general","שם מלא-מוטב","False","1"
"שדות","275","1","txtBetterGender_","text","Text Field","general","מין-מוטב","False","1"
"שדות","556","2","txtBetterHouseNumber","text","Text Field","general","מספר בית מוטב","False","1"
"שדות","278","1","txtBetterID_","text","Text Field","general","מוטב ת.ז","False","1"
"שדות","273","1","txtBetterLastName_","text","Text Field","general","שם משפחה- מוטב","False","1"
"שדות","558","2","txtBetterPhone","text","Text Field","general","טלפון מוטב","False","1"
"שדות","559","2","txtBetterPostalCode","text","Text Field","general","מיקוד מוטב","False","1"
"שדות","555","2","txtBetterStreet","text","Text Field","general","רחוב מוטב","False","1"
"שדות","279","1","txtBetterStreetandcity_","text","Text Field","general","מוטב כתובת","False","1"
"שדות","200","2","txtBilingDate","text","Text Field","general","תאריך חיוב","False","1"
"שדות","256","2","txtBirthDateEnglish","text","Text Field","general","תאריך לידה-אנגלית","False","1"
"שדות","685","1","txtCaseNumber","text","Text Field","general","מספר תיק","False","1"
"שדות","444","2","txtCashTransfer","text","Text Field","general","העברה במזומן","False","1"
"שדות","360","2","txtChairmanOrAssociate","text","Text Field","general","יו""ר\ שותפים","False","1"
"שדות","1","2","txtChangingInvestementpath","text","Text Field","general","שינוי מסלול השקעה","True","2"
"שדות","8","2","txtChangingInvestementpath","text","Text Field","general","שינוי מסלול השקעה","True","2"
"שדות","485","1","txtChekAmount","text","Text Field","general","סכום שיק","False","1"
"שדות","484","1","txtChekNumber","text","Text Field","general","מספר שיק","False","1"
"שדות","259","2","txtCityBornEnglish","text","Text Field","general","יישוב שבו נולד באנגלית","False","1"
"שדות","127","1","txtCityOfBirth","text","Text Field","general","עיר לידה","False","1"
"שדות","719","2","txtClerkRole","text","Text Field","general","תפקיד פקיד","False","1"
"שדות","355","2","txtCollectionRate","text","Text Field","general","שיעור לגביה","False","1"
"שדות","492","2","txtCollectiveNumber","text","Text Field","general","מספר קולקטיב","False","1"
"שדות","909","2","txtCommitentType","text","Text Field","general","סוג התחייבות","False","1"
"שדות","781","1","txtConfirmationNumber","text","Text Field","general","מספר אישור","False","1"
"שדות","653","1","txtCountries","text","Text Field","general","פירוט מדינות","False","1"
"שדות","689","1","txtCountryName","text","Text Field","general","שם מדינה - כללי","False","1"
"שדות","293","1","txtCountryOfBirth","text","Text Field","general","ארץ לידה","False","1"
"שדות","882","2","txtCpaMobile","text","Text Field","general","נייד רואה חשבון","False","1"
"שדות","884","2","txtCpaName","text","Text Field","general","שם מלא רואה חשבון","False","1"
"שדות","883","2","txtCpaPhone","text","Text Field","general","טלפון רואה חשבון","False","1"
"שדות","213","1","txtCurrentDeposits","text","Text Field","general","מסלול הפקדות שוטפות","False","1"
"שדות","24","1","txtDate","text","Text Field","general","תאריך","False","1"
"שדות","486","1","txtDateLaunched","text","Text Field","general","תאריך שיק","False","1"
"שדות","527","1","txtDateOfEmployerApproval","text","Text Field","general","תאריך אישור מעסיק לשינוי מסלול","False","1"
"שדות","235","2","txtDateOfReceiptOfApplication","text","Text Field","general","תאריך קבלת בקשה","False","1"
"שדות","774","1","txtDateOfSignaturOfClerk","text","Text Field","general","תאריך חתימת פקיד","False","1"
"שדות","234","2","txtDateReceived","text","Text Field","general","תאריך קבלה","False","1"
"שדות","934","1","txtDeducatedTax","text","Text Field","general","המס שנוכה","False","1"
"שדות","474","1","txtDepositAmount","text","Text Field","general","סכום הפקדה","False","1"
"שדות","473","1","txtDepositPercent","text","Text Field","general","אחוז הפקדה","False","1"
"שדות","31","1","txtDescriptionOfTheTransaction","text","Text Field","general","תיאור מפורט של הפעילות","False","1"
"שדות","77","2","txtDeterminingRateOfRewards","text","Text Field","general","שיעור התגמולים הקובע","False","1"
"שדות","148","1","txtDigitalSignText","text","Text Field","general","טקסט חתימה דיגיטלית","False","1"
"שדות","642","1","txtDirectorName_","text","Text Field","general","שם דירקטור","False","1"
"שדות","364","2","txtDistrict","text","Text Field","general","מחוז","False","1"
"שדות","275","2","txtDmynihulYears","text","Text Field","general","דמי ניהול שנתיים","False","1"
"שדות","600","2","txtDoctorName","text","Text Field","general","שם רופא מטפל","False","1"
"שדות","277","2","txtDoneBy","text","Text Field","general","בוצע ע""י","False","1"
"שדות","720","2","txtEmployeeDeposit","text","Text Field","general","הפקדה עובד","False","1"
"שדות","156","1","txtEmployerAmount","text","Text Field","general","סכום מעסיק","False","1"
"שדות","721","2","txtEmployerDeposit","text","Text Field","general","הפקדה מעביד","False","1"
"שדות","493","2","txtEmployerID","text","Text Field","general","ת.ז המעסיק","False","1"
"שדות","922","2","txtEmployerPayment","text","Text Field","general","תשלומי מעסיק","False","1"
"שדות","236","2","txtExecutionDate","text","Text Field","general","תאריך ביצוע","False","1"
"שדות","478","1","txtExpectedamount","text","Text Field","general","סכום צפוי","False","1"
"שדות","917","2","txtExpenditureFrequency","text","Text Field","general","תכיפות ההוצאה","False","1"
"שדות","196","2","txtExpiryDate","text","Text Field","general","מועד פקיעת תוקף-טקסט","False","1"
"שדות","876","2","txtExtensionNumber","text","Text Field","general","מספר שלוחה דרכה בוצע האימות","False","1"
"שדות","455","2","txtFellowNumber","text","Text Field","general","מספר עמית","False","1"
"שדות","253","2","txtFirstNameEnglish","text","Text Field","general","שם פרטי באנגלית","False","1"
"שדות","721","1","txtFirstNameMakne","text","Text Field","general","שם פרטי מקנה מתנה","False","1"
"שדות","429","1","txtFirstNameOfPayer","text","Text Field","general","שם פרטי משלם","False","1"
"שדות","372","2","txtFocusOrNameOfRepresentative","text","Text Field","general","","False","1"
"שדות","45","2","txtFollowingPolicies","text","Text Field","general","לפוליסות הבאות - לא בשביל מספר פוליסה","False","1"
"שדות","877","1","txtForeignCurrency","text","Text Field","general","מטבע חוץ","False","1"
"שדות","865","1","txtFullAdressMutav","text","Text Field","general","כתובת מוטב","False","1"
"שדות","361","2","txtFullNameHotmim","text","Text Field","general","שם חותמים","False","1"
"שדות","864","1","txtFullNameMutav","text","Text Field","general","שם מוטב","False","1"
"שדות","608","2","txtFullNameOfGivingAGift","text","Text Field","general","שם נותן המתנה","False","1"
"שדות","242","1","txtHafkadaDate","text","Text Field","general","תאריך הפקדה","False","1"
"שדות","420","1","txtHafkadaHadPeami","text","Text Field","general","סכום הפקדה חד פעמית במילים","True","2"
"שדות","476","1","txtHafkadaHadPeami","text","Text Field","general","סכום הפקדה חד פעמי","True","2"
"שדות","235","1","txtHafkadaShotef","text","Text Field","general","סכום הפקדה שוטפת","True","3"
"שדות","418","1","txtHafkadaShotef","text","Text Field","general","סכום הפקדה חודשי מילים","True","3"
"שדות","477","1","txtHafkadaShotef","text","Text Field","general","סכום הפקדה חודשי \ שוטף","True","3"
"שדות","597","2","txtHeight","text","Text Field","general","גובה","False","1"
"שדות","601","2","txtHobby","text","Text Field","general","תחביב","False","1"
"שדות","262","2","txtHouseNumberEnglish","text","Text Field","general","מספר בית באנגלית","False","1"
"שדות","586","1","txtIdentifyingOperation","text","Text Field","general","מבצע זיהוי","False","1"
"שדות","872","2","txtIdentifyName","text","Text Field","general","שם המזהה","False","1"
